host_time_iso,host_t_ms,t_ms_device,x,y,z,stat1,stat2
2026-03-27 21:28:45.527,1774646925527.400,3054173,32752,32305,-18052,1,1
2026-03-27 21:28:45.555,1774646925555.900,3054183,32752,32305,-18057,1,1
2026-03-27 21:28:45.557,1774646925557.800,3054193,32752,32303,-18052,1,1
2026-03-27 21:28:45.558,1774646925558.000,3054201,32752,32308,-18057,1,1
2026-03-27 21:28:45.588,1774646925588.200,3054212,32752,32305,-18056,1,1
2026-03-27 21:28:45.589,1774646925589.200,3054221,32752,32303,-18055,1,1
2026-03-27 21:28:45.589,1774646925589.400,3054230,32752,32303,-18051,1,1
2026-03-27 21:28:45.618,1774646925618.200,3054240,32752,32304,-18055,1,1
2026-03-27 21:28:45.618,1774646925618.800,3054250,32752,32299,-18053,1,1
2026-03-27 21:28:45.618,1774646925618.900,3054260,32752,32299,-18058,1,1
2026-03-27 21:28:45.647,1774646925647.100,3054268,32752,32303,-18060,1,1
2026-03-27 21:28:45.647,1774646925647.700,3054278,32752,32305,-18059,1,1
2026-03-27 21:28:45.647,1774646925647.800,3054288,32752,32306,-18056,1,1
2026-03-27 21:28:45.647,1774646925647.800,3054297,32752,32306,-18053,1,1
2026-03-27 21:28:45.675,1774646925675.400,3054307,32752,32305,-18055,1,1
2026-03-27 21:28:45.676,1774646925676.700,3054317,32752,32306,-18061,1,1
2026-03-27 21:28:45.705,1774646925705.800,3054327,32752,32309,-18049,1,1
2026-03-27 21:28:45.706,1774646925706.700,3054335,32752,32306,-18056,1,1
2026-03-27 21:28:45.706,1774646925706.700,3054345,32752,32303,-18049,1,1
2026-03-27 21:28:45.706,1774646925706.800,3054355,32752,32304,-18063,1,1
2026-03-27 21:28:45.735,1774646925735.300,3054364,32752,32307,-18061,1,1
2026-03-27 21:28:45.736,1774646925736.500,3054374,32752,32304,-18061,1,1
2026-03-27 21:28:45.736,1774646925736.600,3054383,32752,32308,-18055,1,1
2026-03-27 21:28:45.765,1774646925765.000,3054393,32752,32302,-18056,1,1
2026-03-27 21:28:45.765,1774646925765.800,3054402,32752,32301,-18058,1,1
2026-03-27 21:28:45.765,1774646925765.800,3054412,32752,32303,-18060,1,1
2026-03-27 21:28:45.794,1774646925794.500,3054422,32752,32301,-18053,1,1
2026-03-27 21:28:45.795,1774646925795.600,3054431,32752,32308,-18062,1,1
2026-03-27 21:28:45.795,1774646925795.600,3054441,32752,32303,-18058,1,1
2026-03-27 21:28:45.825,1774646925825.100,3054450,32752,32302,-18057,1,1
2026-03-27 21:28:45.825,1774646925825.800,3054460,32752,32304,-18056,1,1
2026-03-27 21:28:45.825,1774646925825.900,3054470,32752,32305,-18056,1,1
2026-03-27 21:28:45.854,1774646925854.900,3054478,32752,32301,-18054,1,1
2026-03-27 21:28:45.855,1774646925855.900,3054488,32752,32300,-18064,1,1
2026-03-27 21:28:45.855,1774646925855.900,3054498,32752,32302,-18061,1,1
2026-03-27 21:28:45.885,1774646925885.300,3054508,32752,32305,-18057,1,1
2026-03-27 21:28:45.886,1774646925886.200,3054517,32752,32306,-18062,1,1
2026-03-27 21:28:45.886,1774646925886.300,3054527,32752,32302,-18057,1,1
2026-03-27 21:28:45.886,1774646925886.400,3054537,32752,32302,-18064,1,1
2026-03-27 21:28:45.914,1774646925914.500,3054545,32752,32309,-18067,1,1
2026-03-27 21:28:45.915,1774646925915.400,3054555,32752,32306,-18062,1,1
2026-03-27 21:28:45.915,1774646925915.500,3054565,32752,32307,-18055,1,1
2026-03-27 21:28:45.945,1774646925945.000,3054575,32752,32303,-18063,1,1
2026-03-27 21:28:45.945,1774646925945.800,3054583,32752,32307,-18061,1,1
2026-03-27 21:28:45.945,1774646925945.900,3054593,32752,32304,-18062,1,1
2026-03-27 21:28:45.975,1774646925975.000,3054603,32752,32301,-18056,1,1
2026-03-27 21:28:45.975,1774646925975.800,3054613,32752,32303,-18061,1,1
2026-03-27 21:28:45.976,1774646925976.000,3054621,32752,32303,-18062,1,1
2026-03-27 21:28:46.005,1774646926005.100,3054632,32752,32303,-18061,1,1
2026-03-27 21:28:46.005,1774646926005.900,3054641,32752,32303,-18056,1,1
2026-03-27 21:28:46.006,1774646926006.100,3054651,32752,32306,-18061,1,1
2026-03-27 21:28:46.035,1774646926035.400,3054660,32752,32302,-18058,1,1
2026-03-27 21:28:46.036,1774646926036.300,3054670,32752,32302,-18064,1,1
